,date,close,volume,change,changePercent,changeOverTime,sym,norm_close
0,2020-12-16,127.81,98208591,0.0,0.0,0.0,AAPL,0.9816561911954839
1,2020-12-17,128.7,94359811,0.889999999999986,0.007,0.006963461387997001,AAPL,0.9884919161791625
2,2020-12-18,126.655,192541496,-2.044999999999987,-0.0159,-0.009036851576558001,AAPL,0.9727851098964402
3,2020-12-21,128.23,121251553,1.5749999999999882,0.012400000000000001,0.0032861278460210004,AAPL,0.9848820389405907
4,2020-12-22,131.88,169351825,3.650000000000005,0.0285,0.031844143650731,AAPL,1.0129161919635428
5,2020-12-23,130.96,88223692,-0.919999999999987,-0.007,0.024645958845160004,AAPL,1.0058500492837852
6,2020-12-24,131.97,54930064,1.009999999999991,0.0077,0.032548313903450005,AAPL,1.01360744505178
7,2020-12-28,136.69,124486237,4.719999999999999,0.0358,0.06947813160159601,AAPL,1.0498598292348853
8,2020-12-29,134.87,121047324,-1.8199999999999932,-0.013300000000000001,0.055238244268836,AAPL,1.0358811556727558
9,2020-12-30,133.72,96452124,-1.150000000000005,-0.0085,0.046240513261873006,AAPL,1.0270484773230584
10,2020-12-31,132.69,99116586,-1.030000000000001,-0.0077,0.038181675925201004,AAPL,1.0191374697576774
11,2021-01-04,129.41,143301887,-3.280000000000001,-0.0247,0.012518582270557,AAPL,0.993945134986367
12,2021-01-05,131.01,97664898,1.599999999999994,0.012400000000000001,0.025037164541115,AAPL,1.0062340787772501
13,2021-01-06,126.6,155087970,-4.409999999999997,-0.0337,-0.009467177842109,AAPL,0.9723626774536285
14,2021-01-07,130.92,109578157,4.319999999999993,0.0341,0.024332994288396,AAPL,1.0055428256890129
15,2021-01-08,132.05,105158245,1.130000000000023,0.0086,0.033174243016978,AAPL,1.0142218922413242
16,2021-01-11,128.98,100620880,-3.070000000000021,-0.023200000000000002,0.009154213285345,AAPL,0.9906424813425672
17,2021-01-12,128.8,91951145,-0.179999999999978,-0.0014,0.007745872779907001,AAPL,0.9892599751660929
18,2021-01-13,130.89,88636831,2.089999999999975,0.0162,0.024098270870823002,AAPL,1.0053124079929339
19,2021-01-14,128.91,90221755,-1.979999999999989,-0.0151,0.008606525311008001,AAPL,0.9901048400517161
20,2021-01-15,127.14,111598531,-1.769999999999996,-0.0137,-0.005242156325796001,AAPL,0.9765101959830516
21,2021-01-19,127.83,90757329,0.6899999999999971,0.0054,0.00015648227838100002,AAPL,0.9818098029928699
22,2021-01-20,132.03,104319489,4.200000000000003,0.0329,0.033017760738596004,AAPL,1.0140682804439383
23,2021-01-21,136.87,120529544,4.840000000000003,0.0367,0.070886472107033,AAPL,1.0512423354113598
24,2021-01-22,139.07,114459360,2.199999999999988,0.0161,0.08809952272905,AAPL,1.068139633123824
25,2021-01-25,142.92,157611713,3.8499999999999943,0.027700000000000002,0.11822236131758002,AAPL,1.0977099041206364
26,2021-01-26,143.16,98390555,0.240000000000009,0.0017000000000000001,0.12010014865816401,AAPL,1.099553245689269
27,2021-01-27,142.06,140843759,-1.099999999999994,-0.0077,0.11149362334715501,AAPL,1.0911045968330368
28,2021-01-28,137.09,142621128,-4.969999999999999,-0.035,0.072607777169235,AAPL,1.0529320651826062
29,2021-01-29,131.96,177523812,-5.1299999999999955,-0.0374,0.032470072764259006,AAPL,1.0135306391530872
30,2021-02-01,134.14,106239823,2.179999999999978,0.0165,0.049526641107894,AAPL,1.0302743250681652
31,2021-02-02,134.99,83305367,0.8500000000000221,0.0063,0.056177137939128007,AAPL,1.0368028264570721
32,2021-02-03,133.94,89880937,-1.050000000000011,-0.0078000000000000005,0.04796181832407401,AAPL,1.028738207094305
33,2021-02-04,137.39,84183061,3.449999999999988,0.0258,0.074955011344965,AAPL,1.0552362421433965
34,2021-02-05,136.76,75693830,-0.629999999999995,-0.0046,0.070025819575932,AAPL,1.0503974705257364
35,2021-02-08,136.91,71297214,0.15000000000000502,0.0011,0.07119943666379701,AAPL,1.0515495590061317
36,2021-02-09,136.01,76774213,-0.900000000000005,-0.0066,0.06415773413660801,AAPL,1.0446370281237598
37,2021-02-10,135.39,73046563,-0.6200000000000041,-0.0046,0.059306783506767005,AAPL,1.0398750624047928
38,2021-02-11,135.13,64280029,-0.25999999999999,-0.0019,0.057272513887802,AAPL,1.0378781090387743
39,2021-02-12,135.37,60145130,0.240000000000009,0.0018000000000000002,0.05915030122838501,AAPL,1.0397214506074068
40,2021-02-16,133.19,80576316,-2.180000000000007,-0.0161,0.042093732884750004,AAPL,1.0229777646923284
41,2021-02-17,130.84,98085249,-2.349999999999994,-0.0176,0.023707065174868,AAPL,1.004928378499469
42,2021-02-18,129.71,96856748,-1.129999999999995,-0.0086,0.014865816446287,AAPL,0.9962493119471577
43,2021-02-19,129.87,87668834,0.159999999999996,0.0012000000000000001,0.016117674673343,AAPL,0.997478206326246
44,2021-02-22,126.0,103916419,-3.870000000000004,-0.0298,-0.014161646193568002,AAPL,0.9677543235320474
45,2021-02-23,125.86,158273022,-0.14,-0.0011,-0.015257022142242001,AAPL,0.9666790409503451
46,2021-02-24,125.35,111039904,-0.510000000000005,-0.0041,-0.019247320240982,AAPL,0.962761940117001
